,,,Tot. Off.,Tot. Off.,Penalties,Penalties,Penalties,Penalties,,,,,,,,,,,First Downs,First Downs,First Downs,First Downs,Downs,Downs,Downs,Downs,Downs,Downs,Tot. Off.,Tot. Off.,Penalties,Penalties,Penalties,Penalties,Penalties,Penalties,,Kicking,Kicking,Kicking,Kicking,,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,First Downs,First Downs,First Downs,First Downs,Downs,Downs,Downs,Downs,Downs,Downs,,PAT,PAT,FG,FG,,,
Rk,Team,Date,TO,TO,Pen,Yds,OppPen,OppYds,FGM,Md,3D%,Opp3D%,Day,G#,Week,,Opp,Result,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,Tot,TO,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,TD,XPA,XPM,Att,Md,Sfty,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty
149,ARI,2023-09-24,0,1,8,69,13,107,3,3,50.0,56.3,Sun,3,3,,DAL,W 28-16,20,8,8,4,10,5,50.0,0,0,,416,1,8,69,13,107,21,176,1,1,1,3,3,0,400,53,7.55,75,5.55,0,25:27,2:56,26,12,11,3,16,9,56.3,1,0,0.0,3,1,1,3,3,2,0,0
150,ARI,2023-10-01,0,0,9,55,4,21,1,0,53.3,60.0,Sun,4,4,@,SFO,L 16-35,23,7,13,3,15,8,53.3,3,2,66.7,395,0,9,55,4,21,13,76,5,5,5,0,0,0,362,67,5.40,53,7.45,0,30:46,2:51,30,10,17,3,5,3,60.0,1,1,100.0,2,1,1,1,1,1,0,0
151,ARI,2023-10-08,3,1,2,16,4,40,0,2,36.4,35.7,Sun,5,5,,CIN,L 20-34,15,5,10,0,11,4,36.4,3,0,0.0,380,1,2,16,4,40,6,56,4,4,4,2,2,0,294,57,5.16,79,4.81,3,21:50,3:01,27,7,19,1,14,5,35.7,3,0,0.0,3,3,2,0,0,0,0,0
152,ARI,2023-10-15,2,1,5,36,6,59,3,4,37.5,33.3,Sun,6,6,@,LAR,L 9-26,20,6,12,2,16,6,37.5,4,2,50.0,382,1,5,36,6,59,11,95,2,2,2,4,4,0,345,73,4.73,55,6.95,2,30:30,3:01,17,9,7,1,12,4,33.3,0,0,,0,0,0,3,3,0,0,0
153,ARI,2023-10-22,0,3,7,59,5,32,1,2,33.3,53.8,Sun,7,7,@,SEA,L 10-20,15,6,7,2,15,5,33.3,3,0,0.0,318,3,7,59,5,32,12,91,2,2,2,2,2,0,249,63,3.95,58,5.48,0,29:28,3:00,18,6,11,1,13,7,53.8,0,0,,1,1,1,2,1,0,0,0
154,ARI,2023-10-29,2,0,6,70,6,45,1,1,41.7,36.4,Sun,8,8,,BAL,L 24-31,22,7,12,3,12,5,41.7,2,0,0.0,268,0,6,70,6,45,12,115,4,4,4,2,1,0,310,71,4.37,60,4.47,2,30:21,3:10,21,9,8,4,11,4,36.4,0,0,,3,1,1,1,1,2,1,0
155,ARI,2023-11-05,3,0,4,40,6,65,0,2,8.3,35.3,Sun,9,9,@,CLE,L 0-27,7,3,3,1,12,1,8.3,1,0,0.0,326,0,4,40,6,65,10,105,3,3,3,3,2,0,58,48,1.21,71,4.59,3,23:35,2:58,17,7,9,1,17,6,35.3,2,1,50.0,0,0,0,0,0,0,0,0
156,ARI,2023-11-12,1,0,11,112,4,43,4,1,27.3,50.0,Sun,10,10,,ATL,W 25-23,20,8,11,1,11,3,27.3,1,1,100.0,254,0,11,112,4,43,15,155,3,2,2,1,1,0,352,60,5.87,65,3.91,1,28:18,3:02,20,11,5,4,14,7,50.0,2,1,50.0,2,1,1,4,4,1,0,0
157,ARI,2023-11-19,2,3,5,50,3,19,1,0,30.0,69.2,Sun,11,11,@,HOU,L 16-21,20,7,11,2,10,3,30.0,4,1,25.0,419,3,5,50,3,19,8,69,3,3,3,1,0,0,319,58,5.50,67,6.25,2,28:45,2:51,22,4,18,0,13,9,69.2,1,0,0.0,2,1,1,1,1,1,0,0
158,ARI,2023-11-26,0,1,5,34,5,23,0,1,35.3,50.0,Sun,12,12,,LAR,L 14-37,19,5,11,3,17,6,35.3,3,2,66.7,457,1,5,34,5,23,10,57,5,5,4,2,1,0,292,64,4.56,66,6.92,0,25:08,3:00,25,9,16,0,12,6,50.0,2,2,100.0,2,0,0,1,0,2,1,0
159,ARI,2023-12-03,0,1,6,51,9,77,1,1,58.8,36.4,Sun,13,13,@,PIT,W 24-10,18,8,7,3,17,10,58.8,0,0,,317,1,6,51,9,77,15,128,1,1,1,2,1,0,282,63,4.48,58,5.47,0,29:17,4:18,18,4,13,1,11,4,36.4,1,0,0.0,3,3,3,1,1,0,0,0
160,ARI,2023-12-17,2,0,4,28,1,5,3,1,43.8,57.1,Sun,14,15,,SFO,L 29-45,22,11,11,0,16,7,43.8,4,3,75.0,406,0,4,28,1,5,5,33,6,6,6,1,1,0,436,72,6.06,54,7.52,2,34:11,3:05,24,9,12,3,7,4,57.1,0,0,,3,2,2,3,3,1,0,0
161,ARI,2023-12-24,0,1,2,8,5,35,1,2,43.8,53.3,Sun,15,16,@,CHI,L 16-27,16,5,10,1,16,7,43.8,1,0,0.0,420,1,2,8,5,35,7,43,3,3,3,2,2,0,306,60,5.10,67,6.27,0,25:28,2:59,22,13,8,1,15,8,53.3,0,0,,2,1,1,1,1,1,0,0
162,ARI,2023-12-31,1,1,5,25,4,49,2,1,50.0,44.4,Sun,16,17,@,PHI,W 35-31,32,14,16,2,10,5,50.0,2,2,100.0,275,1,5,25,4,49,9,74,4,4,4,1,1,0,449,72,6.24,47,5.85,1,39:39,2:53,17,5,11,1,9,4,44.4,1,1,100.0,4,3,3,2,2,1,1,0
163,ARI,2024-01-07,0,0,5,27,0,0,2,2,38.5,50.0,Sun,17,18,,SEA,L 20-21,24,13,11,0,13,5,38.5,2,2,100.0,327,0,5,27,0,0,5,27,2,1,1,2,2,0,466,69,6.75,53,6.17,0,36:03,2:59,18,9,8,1,12,6,50.0,0,0,,2,2,2,4,2,0,0,0
