,,,Tot. Off.,Tot. Off.,Penalties,Penalties,Penalties,Penalties,,,,,,,,,,,First Downs,First Downs,First Downs,First Downs,Downs,Downs,Downs,Downs,Downs,Downs,Tot. Off.,Tot. Off.,Penalties,Penalties,Penalties,Penalties,Penalties,Penalties,,Kicking,Kicking,Kicking,Kicking,,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,First Downs,First Downs,First Downs,First Downs,Downs,Downs,Downs,Downs,Downs,Downs,,PAT,PAT,FG,FG,,,
Rk,Team,Date,TO,TO,Pen,Yds,OppPen,OppYds,FGM,Md,3D%,Opp3D%,Day,G#,Week,,Opp,Result,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,Tot,TO,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,TD,XPA,XPM,Att,Md,Sfty,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty
143,BAL,2022-12-17,2,0,3,25,3,32,1,2,41.7,33.3,Sat,14,15,@,CLE,L 3-13,17,10,6,1,12,5,41.7,3,0,0.0,283,0,3,25,3,32,6,57,1,1,1,4,2,0,324,61,5.31,64,4.42,2,26:52,2:43,19,8,10,1,15,5,33.3,2,2,100.0,0,0,0,3,1,0,0,0
144,BAL,2022-12-24,0,1,1,6,5,48,3,3,33.3,35.7,Sat,15,16,,ATL,W 17-9,15,10,5,0,12,4,33.3,0,0,,327,1,1,6,5,48,6,54,0,0,0,3,3,0,299,51,5.86,68,4.81,0,27:16,2:57,17,5,11,1,14,5,35.7,4,1,25.0,1,0,0,4,3,1,1,0
145,BAL,2023-01-01,1,0,4,30,6,43,2,3,41.7,62.5,Sun,16,17,,PIT,L 13-16,15,6,8,1,12,5,41.7,0,0,,351,0,4,30,6,43,10,73,1,1,1,4,3,0,240,50,4.80,70,5.01,1,25:46,2:51,22,13,9,0,16,10,62.5,0,0,,1,1,1,2,2,0,0,0
146,BAL,2023-01-08,4,1,5,22,3,35,3,2,37.5,33.3,Sun,17,18,@,CIN,L 16-27,20,7,12,1,16,6,37.5,2,0,0.0,257,1,5,22,3,35,8,57,3,3,3,2,2,0,386,75,5.15,64,4.02,4,28:41,3:22,15,2,12,1,15,5,33.3,1,0,0.0,1,1,1,3,3,0,0,0
147,BAL,2023-09-10,2,1,13,106,9,88,1,3,53.3,38.9,Sun,1,1,,HOU,W 25-9,18,7,8,3,15,8,53.3,0,0,,268,1,13,106,9,88,22,194,0,0,0,3,3,0,265,58,4.57,72,3.72,2,30:55,3:16,18,1,13,4,18,7,38.9,4,1,25.0,3,2,2,1,1,1,1,0
148,BAL,2023-09-17,0,1,6,56,5,30,2,1,64.3,66.7,Sun,2,2,@,CIN,W 27-24,26,11,12,3,14,9,64.3,0,0,,282,1,6,56,5,30,11,86,3,3,3,1,1,0,415,70,5.93,57,4.95,0,33:04,3:01,19,4,13,2,15,10,66.7,1,1,100.0,3,3,3,3,2,0,0,0
149,BAL,2023-09-24,2,0,1,5,6,31,1,5,37.5,36.4,Sun,3,3,,IND,L 19-22 (OT),20,12,7,1,16,6,37.5,1,0,0.0,327,0,1,5,6,31,7,36,1,1,1,5,5,0,364,72,5.06,84,3.89,2,32:18,3:27,19,10,9,0,22,8,36.4,1,0,0.0,2,2,2,2,1,0,0,1
150,BAL,2023-10-01,1,3,8,92,7,42,0,1,33.3,25.0,Sun,4,4,@,CLE,W 28-3,16,7,8,1,12,4,33.3,1,1,100.0,166,3,8,92,7,42,15,134,0,0,0,1,1,0,296,55,5.38,65,2.55,1,29:50,3:02,13,5,6,2,16,4,25.0,1,1,100.0,4,4,4,0,0,0,0,0
151,BAL,2023-10-08,3,1,2,20,3,30,1,3,35.7,40.0,Sun,5,5,@,PIT,L 10-17,19,7,11,1,14,5,35.7,2,0,0.0,289,1,2,20,3,30,5,50,1,0,0,3,3,1,335,67,5.00,65,4.45,3,30:14,2:58,17,6,11,0,15,6,40.0,0,0,,1,1,1,1,1,0,0,0
152,BAL,2023-10-15,1,2,9,88,6,45,6,3,50.0,11.1,Sun,6,6,@,TEN,W 24-16,20,9,9,2,16,8,50.0,0,0,,233,2,9,88,6,45,15,133,1,1,1,3,3,0,360,70,5.14,46,5.07,1,35:42,3:09,17,5,4,8,9,1,11.1,0,0,,1,1,0,6,6,0,0,0
153,BAL,2023-10-22,1,1,4,45,5,57,1,0,50.0,31.3,Sun,7,7,,DET,W 38-6,23,7,15,1,8,4,50.0,1,1,100.0,337,1,4,45,5,57,9,102,1,0,0,0,0,0,503,55,9.15,72,4.68,1,30:22,3:00,18,4,13,1,16,5,31.3,6,2,33.3,5,5,5,1,1,0,0,0
154,BAL,2023-10-29,0,2,6,45,6,70,1,1,36.4,41.7,Sun,8,8,@,ARI,W 31-24,21,9,8,4,11,4,36.4,0,0,,310,2,6,45,6,70,12,115,3,1,1,1,1,0,268,60,4.47,71,4.37,0,29:39,3:10,22,7,12,3,12,5,41.7,2,0,0.0,4,4,4,2,1,0,0,0
155,BAL,2023-11-05,2,2,3,11,5,29,3,1,46.2,8.3,Sun,9,9,,SEA,W 37-3,29,16,11,2,13,6,46.2,2,1,50.0,151,2,3,11,5,29,8,40,0,0,0,1,1,0,515,75,6.87,47,3.21,2,40:04,2:58,6,1,5,0,12,1,8.3,1,0,0.0,4,4,4,3,3,0,0,0
156,BAL,2023-11-12,2,2,7,64,10,55,1,4,25.0,50.0,Sun,10,10,,CLE,L 31-33,18,4,9,5,8,2,25.0,0,0,,373,2,7,64,10,55,17,119,3,2,1,4,4,0,306,50,6.12,75,4.97,2,25:45,3:22,24,12,10,2,16,8,50.0,2,1,50.0,4,4,4,2,1,0,0,0
157,BAL,2023-11-16,0,0,9,110,9,78,2,2,50.0,18.2,Thu,11,11,,CIN,W 34-20,22,10,9,3,12,6,50.0,0,0,,272,0,9,110,9,78,18,188,2,2,2,3,2,0,405,60,6.75,59,4.61,0,30:37,3:08,20,6,10,4,11,2,18.2,1,1,100.0,4,4,4,2,2,0,0,0
158,BAL,2023-11-26,0,4,5,42,5,41,2,1,30.8,46.7,Sun,12,12,@,LAC,W 20-10,20,10,9,1,13,4,30.8,3,1,33.3,279,4,5,42,5,41,10,83,1,1,1,1,1,0,361,69,5.23,66,4.23,0,33:23,3:04,16,5,11,0,15,7,46.7,3,1,33.3,2,2,2,3,2,0,0,0
159,BAL,2023-12-10,1,0,7,79,5,34,3,3,33.3,37.5,Sun,13,14,,LAR,W 37-31 (OT),23,6,17,0,12,4,33.3,0,0,,410,0,7,79,5,34,12,113,3,2,2,3,3,1,449,71,6.32,73,5.62,1,27:43,3:37,24,5,14,5,16,6,37.5,0,0,,4,2,2,3,3,1,1,0
160,BAL,2023-12-17,1,2,6,54,6,47,3,0,41.7,23.1,Sun,14,15,@,JAX,W 23-7,25,14,9,2,12,5,41.7,1,1,100.0,333,2,6,54,6,47,12,101,1,1,1,2,0,0,396,69,5.74,61,5.46,1,34:19,3:03,16,6,9,1,13,3,23.1,3,2,66.7,2,2,2,3,3,0,0,0
161,BAL,2023-12-25,0,5,6,67,10,102,4,1,36.4,42.9,Mon,15,16,@,SFO,W 33-19,23,4,14,5,11,4,36.4,1,1,100.0,429,5,6,67,10,102,16,169,2,2,2,1,1,1,343,63,5.44,68,6.31,0,31:14,3:18,21,5,14,2,14,6,42.9,3,1,33.3,3,3,3,4,4,0,0,0
162,BAL,2023-12-31,1,3,7,45,5,37,0,2,57.1,40.0,Sun,16,17,,MIA,W 56-19,24,8,15,1,7,4,57.1,1,1,100.0,375,3,7,45,5,37,12,82,2,1,1,2,2,0,491,55,8.93,66,5.68,1,30:23,3:10,20,6,13,1,15,6,40.0,4,2,50.0,8,8,8,0,0,0,0,0
163,BAL,2024-01-06,2,2,3,26,4,25,1,1,30.8,40.0,Sat,17,18,,PIT,L 10-17,13,4,9,0,13,4,30.8,1,1,100.0,289,2,3,26,4,25,7,51,2,2,2,1,1,0,224,57,3.93,62,4.66,2,25:06,2:56,16,8,8,0,15,6,40.0,0,0,,1,1,1,1,1,0,0,0
