,,,Tot. Off.,Tot. Off.,Penalties,Penalties,Penalties,Penalties,,,,,,,,,,,First Downs,First Downs,First Downs,First Downs,Downs,Downs,Downs,Downs,Downs,Downs,Tot. Off.,Tot. Off.,Penalties,Penalties,Penalties,Penalties,Penalties,Penalties,,Kicking,Kicking,Kicking,Kicking,,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,First Downs,First Downs,First Downs,First Downs,Downs,Downs,Downs,Downs,Downs,Downs,,PAT,PAT,FG,FG,,,
Rk,Team,Date,TO,TO,Pen,Yds,OppPen,OppYds,FGM,Md,3D%,Opp3D%,Day,G#,Week,,Opp,Result,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,Tot,TO,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,TD,XPA,XPM,Att,Md,Sfty,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty
134,CIN,2022-10-09,1,1,4,20,6,48,1,4,40.0,45.5,Sun,5,5,@,BAL,L 17-19,20,7,10,3,10,4,40.0,1,0,0.0,325,1,4,20,6,48,10,68,1,1,1,4,4,0,291,59,4.93,61,5.33,1,30:01,2:57,22,13,7,2,11,5,45.5,1,0,0.0,2,2,2,1,1,0,0,0
135,CIN,2022-10-16,1,0,3,30,4,34,1,4,60.0,47.1,Sun,6,6,@,NOR,W 30-26,21,7,13,1,10,6,60.0,0,0,,399,0,3,30,4,34,7,64,2,2,2,4,4,0,348,54,6.44,71,5.62,1,27:46,2:58,22,9,12,1,17,8,47.1,1,0,0.0,4,3,3,1,1,1,0,0
136,CIN,2022-10-23,0,0,5,17,3,22,0,1,63.6,40.0,Sun,7,7,,ATL,W 35-17,29,5,22,2,11,7,63.6,1,0,0.0,214,0,5,17,3,22,8,39,2,2,2,1,1,0,537,66,8.14,45,4.76,0,33:05,2:49,13,7,5,1,10,4,40.0,0,0,,5,5,5,0,0,0,0,0
137,CIN,2022-10-31,2,2,2,6,6,56,0,1,40.0,61.5,Mon,8,8,@,CLE,L 13-32,15,3,9,3,10,4,40.0,1,0,0.0,440,2,2,6,6,56,8,62,4,3,3,2,1,0,229,50,4.58,69,6.38,2,23:15,2:52,24,12,12,0,13,8,61.5,0,0,,2,2,1,1,0,0,0,0
138,CIN,2022-11-06,0,3,5,35,7,50,0,0,60.0,25.0,Sun,9,9,,CAR,W 42-21,30,19,10,1,10,6,60.0,0,0,,228,3,5,35,7,50,12,85,3,3,3,0,0,0,464,72,6.44,48,4.75,0,39:21,2:54,13,4,8,1,8,2,25.0,1,1,100.0,6,6,6,1,0,0,0,0
139,CIN,2022-11-20,2,0,6,44,8,70,3,3,33.3,47.1,Sun,10,11,@,PIT,W 37-30,22,3,18,1,9,3,33.3,0,0,,351,0,6,44,8,70,14,114,3,3,3,3,3,0,408,65,6.28,68,5.16,2,31:36,3:18,17,5,10,2,17,8,47.1,1,0,0.0,4,4,4,3,3,0,0,0
140,CIN,2022-11-27,0,0,9,80,8,57,2,3,35.7,43.8,Sun,11,12,@,TEN,W 20-16,21,7,11,3,14,5,35.7,0,0,,344,0,9,80,8,57,17,137,1,1,1,4,3,0,374,66,5.67,56,6.14,0,31:46,2:58,15,2,12,1,16,7,43.8,0,0,,2,2,2,2,2,0,0,0
141,CIN,2022-12-04,0,1,6,65,4,35,2,1,63.6,54.5,Sun,12,13,,KAN,W 27-24,26,8,15,3,11,7,63.6,1,0,0.0,349,1,6,65,4,35,10,100,3,3,3,2,1,0,431,66,6.53,54,6.46,0,32:06,2:56,20,9,11,0,11,6,54.5,2,2,100.0,3,3,3,2,2,0,0,0
142,CIN,2022-12-11,1,1,4,36,9,98,1,1,40.0,26.7,Sun,13,14,,CLE,W 23-10,23,8,11,4,15,6,40.0,0,0,,344,1,4,36,9,98,13,134,1,1,1,1,1,0,363,61,5.95,70,4.91,1,28:08,3:06,18,6,12,0,15,4,26.7,6,3,50.0,3,3,2,1,1,0,0,0
143,CIN,2022-12-18,1,4,4,27,7,58,2,1,38.5,33.3,Sun,14,15,@,TAM,W 34-23,20,3,14,3,13,5,38.5,0,0,,396,4,4,27,7,58,11,85,3,2,2,2,1,0,237,62,3.82,70,5.66,1,29:25,3:07,25,6,18,1,12,4,33.3,3,2,66.7,4,2,2,2,2,2,1,0
144,CIN,2022-12-24,3,1,8,62,10,82,1,0,50.0,46.2,Sat,15,16,@,NWE,W 22-18,28,6,18,4,16,8,50.0,1,1,100.0,285,1,8,62,10,82,18,144,3,2,0,0,0,0,442,78,5.67,53,5.38,3,36:48,3:20,15,4,9,2,13,6,46.2,1,0,0.0,3,2,1,2,1,1,0,0
145,CIN,2023-01-08,1,4,3,35,5,22,2,3,33.3,37.5,Sun,16,18,,BAL,W 27-16,15,2,12,1,15,5,33.3,1,0,0.0,386,4,3,35,5,22,8,57,1,1,1,3,3,0,257,64,4.02,75,5.15,1,31:19,3:22,20,7,12,1,16,6,37.5,2,0,0.0,3,3,3,2,2,0,0,0
146,CIN,2023-09-10,0,2,4,20,5,43,1,3,13.3,28.6,Sun,1,1,@,CLE,L 3-24,6,2,3,1,15,2,13.3,1,0,0.0,350,2,4,20,5,43,9,63,2,1,1,3,3,0,142,54,2.63,72,4.86,0,24:10,3:03,21,12,9,0,14,4,28.6,0,0,,0,0,0,2,1,0,0,0
147,CIN,2023-09-17,1,0,5,30,6,56,1,2,66.7,64.3,Sun,2,2,,BAL,L 24-27,19,4,13,2,15,10,66.7,1,1,100.0,415,0,5,30,6,56,11,86,3,3,3,3,2,0,282,57,4.95,70,5.93,1,26:56,3:01,26,11,12,3,14,9,64.3,0,0,,3,3,3,1,1,0,0,0
148,CIN,2023-09-25,1,2,7,49,4,28,4,3,29.4,9.1,Mon,3,3,,LAR,W 19-16,19,5,12,2,17,5,29.4,1,1,100.0,292,2,7,49,4,28,11,77,1,1,1,3,3,0,309,74,4.18,52,5.62,1,36:00,3:11,15,2,12,1,11,1,9.1,1,1,100.0,1,1,1,5,4,0,0,0
149,CIN,2023-10-01,1,1,5,40,5,27,1,2,22.2,61.5,Sun,4,4,@,TEN,L 3-27,14,5,8,1,9,2,22.2,1,0,0.0,400,1,5,40,5,27,10,67,3,3,3,2,2,0,211,51,4.14,62,6.45,1,25:15,2:47,23,9,11,3,13,8,61.5,1,1,100.0,0,0,0,1,1,0,0,0
150,CIN,2023-10-08,1,3,4,40,2,16,2,0,35.7,36.4,Sun,5,5,@,ARI,W 34-20,27,7,19,1,14,5,35.7,3,0,0.0,294,3,4,40,2,16,6,56,3,3,2,0,0,0,380,79,4.81,57,5.16,1,38:10,3:01,15,5,10,0,11,4,36.4,3,0,0.0,4,4,4,2,2,0,0,0
151,CIN,2023-10-15,1,2,5,43,7,64,1,2,27.3,41.7,Sun,6,6,,SEA,W 17-13,15,3,10,2,11,3,27.3,0,0,,384,2,5,43,7,64,12,107,1,1,1,2,2,0,214,53,4.04,70,5.49,1,25:59,2:51,24,6,13,5,12,5,41.7,2,0,0.0,2,2,2,1,1,0,0,0
152,CIN,2023-10-29,1,3,1,15,5,54,1,1,37.5,55.6,Sun,7,8,@,SFO,W 31-17,29,10,17,2,8,3,37.5,0,0,,460,3,1,15,5,54,6,69,2,2,2,1,1,0,400,62,6.45,56,8.21,1,31:23,2:54,24,8,15,1,9,5,55.6,0,0,,4,4,4,2,1,0,0,0
153,CIN,2023-11-05,0,2,6,49,5,49,1,1,53.3,58.3,Sun,8,9,,BUF,W 24-18,23,5,17,1,15,8,53.3,2,1,50.0,317,2,6,49,5,49,11,98,2,1,1,1,1,0,397,67,5.93,55,5.76,0,36:38,3:01,21,9,11,1,12,7,58.3,0,0,,3,3,3,1,1,0,0,0
154,CIN,2023-11-12,2,3,4,63,7,50,2,3,42.9,30.8,Sun,9,10,,HOU,L 27-30,20,5,11,4,14,6,42.9,1,1,100.0,544,3,4,63,7,50,11,113,3,3,3,3,3,0,380,60,6.33,74,7.35,2,28:30,3:10,28,10,16,2,13,4,30.8,1,0,0.0,3,3,3,2,2,0,0,0
155,CIN,2023-11-16,0,0,9,78,9,110,2,2,18.2,50.0,Thu,10,11,@,BAL,L 20-34,20,6,10,4,11,2,18.2,1,1,100.0,405,0,9,78,9,110,18,188,4,4,4,2,2,0,272,59,4.61,60,6.75,0,29:23,3:08,22,10,9,3,12,6,50.0,0,0,,2,2,2,3,2,0,0,0
156,CIN,2023-11-26,1,1,5,36,5,55,1,3,20.0,47.1,Sun,11,12,,PIT,L 10-16,10,0,9,1,10,2,20.0,0,0,,421,1,5,36,5,55,10,91,1,1,1,3,3,0,222,41,5.41,68,6.19,1,22:43,2:48,22,6,15,1,17,8,47.1,0,0,,1,1,1,1,1,0,0,0
157,CIN,2023-12-04,1,0,6,35,7,55,2,1,57.1,40.0,Mon,12,13,@,JAX,W 34-31 (OT),27,8,17,2,14,8,57.1,2,1,50.0,376,0,6,35,7,55,13,90,4,4,4,2,1,0,491,72,6.82,68,5.53,1,34:03,3:27,23,9,13,1,15,6,40.0,2,2,100.0,4,4,4,3,2,0,0,0
158,CIN,2023-12-10,1,2,5,40,9,66,2,0,27.3,27.3,Sun,13,14,,IND,W 34-14,19,5,11,3,11,3,27.3,1,1,100.0,272,2,5,40,9,66,14,106,2,1,0,1,0,0,385,57,6.75,60,4.53,1,31:52,2:55,19,4,14,1,11,3,27.3,2,1,50.0,4,4,4,2,2,0,0,0
159,CIN,2023-12-16,1,2,3,26,4,22,2,1,46.2,41.7,Sat,14,15,,MIN,W 27-24 (OT),22,5,17,0,13,6,46.2,1,1,100.0,424,2,3,26,4,22,7,48,3,3,3,1,1,0,378,69,5.48,67,6.33,1,33:08,3:19,24,8,16,0,12,5,41.7,1,0,0.0,3,3,3,2,2,0,0,0
160,CIN,2023-12-23,3,0,3,20,2,15,1,2,46.2,50.0,Sat,15,16,@,PIT,L 11-34,17,3,13,1,13,6,46.2,2,0,0.0,397,0,3,20,2,15,5,35,4,4,4,2,2,0,368,61,6.03,58,6.84,3,31:49,2:54,16,9,7,0,14,7,50.0,0,0,,1,0,0,1,1,1,1,0
161,CIN,2023-12-31,0,1,3,20,3,39,1,6,50.0,25.0,Sun,16,17,@,KAN,L 17-25,20,7,11,2,16,8,50.0,3,1,33.3,373,1,3,20,3,39,6,59,1,1,1,6,6,0,263,71,3.70,53,7.04,0,34:17,2:56,15,4,10,1,12,3,25.0,1,1,100.0,2,2,2,1,1,0,0,0
162,CIN,2024-01-07,1,2,1,10,7,35,1,0,25.0,18.2,Sun,17,18,,CLE,W 31-14,22,10,10,2,12,3,25.0,0,0,,244,2,1,10,7,35,8,45,2,2,2,0,0,0,328,61,5.38,53,4.60,1,35:46,2:55,13,5,8,0,11,2,18.2,1,1,100.0,4,4,4,1,1,0,0,0
