Game Order,Team,Date,Passing Yards,Passings TD,Rushing Yards,Rushing TD,Turnovers,Opponent Passing Yards,Opponent Rushing Yards,Time of Possession,Day of Week,Game Number,Week,Home/Away,Opponent,Result,Passing Completions,Passing Attempts,Passing Incompletions,Passing Completion Percentage,Passing TD,Interceptions,TD Percentage per Pass,Interception Percentage per Pass,Passer Rating,Times Sacked,Sack Yards,Sack Percentage,Yards per Attempt,Net Yards per Attempt,Adjusted Yards per Attempt,Adjusted Net Yards per Attempt,Yards per Completion,Opponent Rushing Attempts,Opponent Rushing Yards per Attempt,Opponent Rushing TD,Opponent Pass Completions,Opponent Pass Attempts,Opponent Completion Percentage,Opponent Passing TD,Opponent Times Sacked,Opponent Sack Yards,Opponent Interceptions,Opponent Passer Rating,Rushing Attempts,Total Yardage,Offense Number of Plays,Yards per Offensive Play,Defense Number of Plays,Yards Allowed per Defensive Play,Turnovers Lost,Total Time
147,GNB,2023-09-10,237,3,92,1,0,189,122,29:17,Sun,1,1,@,CHI,W 38-20,15,27,12,55.6,3,0,11.1,0.0,123.2,1,8,3.57,8.8,8.46,11.0,10.61,15.8,29,4.2,1,24,37,64.9,1,4,27,1,75.2,32,329,60,5.48,70,4.44,0,3:10
148,GNB,2023-09-17,140,3,84,0,0,235,211,23:45,Sun,2,2,@,ATL,L 24-25,14,25,11,56.0,3,0,12.0,0.0,113.5,1,11,3.85,5.6,5.38,8.0,7.69,10.0,45,4.7,1,19,32,59.4,1,1,2,1,79.6,21,224,47,4.77,78,5.72,0,3:13
149,GNB,2023-09-24,245,1,95,1,1,175,77,32:35,Sun,3,3,,NOR,W 18-17,22,44,22,50.0,1,1,2.3,2.3,66.4,1,14,2.22,5.6,5.44,5.0,4.89,11.1,22,3.5,0,23,34,67.6,1,4,29,0,89.7,26,340,71,4.79,60,4.2,1,3:07
150,GNB,2023-09-28,203,1,27,1,2,190,211,22:02,Thu,4,4,,DET,L 20-34,23,36,13,63.9,1,2,2.8,5.6,69.9,5,43,12.2,5.6,4.95,3.69,3.24,8.8,43,4.9,3,19,28,67.9,1,2,20,1,83.9,12,230,53,4.34,73,5.49,2,3:04
151,GNB,2023-10-09,175,0,110,1,3,183,96,27:26,Mon,5,5,@,LVR,L 13-17,16,30,14,53.3,0,3,0.0,10.0,32.2,2,7,6.25,5.8,5.47,1.33,1.25,10.9,29,3.3,1,22,31,71.0,1,4,25,1,83.1,25,285,57,5.0,64,4.36,3,2:55
152,GNB,2023-10-22,194,2,137,0,1,194,145,31:37,Sun,6,7,@,DEN,L 17-19,22,32,10,68.8,2,1,6.3,3.1,92.4,0,0,0.0,6.1,6.06,5.91,5.91,8.8,25,5.8,0,20,29,69.0,1,1,0,0,98.9,29,331,61,5.43,55,6.16,1,2:59
153,GNB,2023-10-29,196,1,74,0,1,284,62,23:38,Sun,7,8,,MIN,L 10-24,24,41,17,58.5,1,1,2.4,2.4,72.1,4,33,8.89,4.8,4.36,4.17,3.8,8.2,31,2.0,1,26,35,74.3,2,3,13,0,116.8,17,270,62,4.35,69,5.01,1,3:08
154,GNB,2023-11-05,207,1,184,1,2,119,68,35:16,Sun,8,9,,LAR,W 20-3,20,26,6,76.9,1,0,3.8,0.0,115.5,4,21,13.33,8.0,6.9,8.73,7.57,10.4,26,2.6,0,13,28,46.4,0,1,11,1,43.6,38,391,68,5.75,55,3.4,2,3:05
155,GNB,2023-11-12,283,2,116,0,2,119,205,29:27,Sun,9,10,@,PIT,L 19-23,21,40,19,52.5,2,2,5.0,5.0,71.8,1,6,2.44,7.1,6.9,5.83,5.68,13.5,36,5.7,2,14,23,60.9,0,1,7,0,74.4,24,399,65,6.14,60,5.4,2,3:08
156,GNB,2023-11-19,295,2,102,1,0,244,150,31:58,Sun,10,11,,LAC,W 23-20,27,40,13,67.5,2,0,5.0,0.0,108.5,3,27,6.98,7.4,6.86,8.38,7.79,10.9,24,6.3,0,21,36,58.3,2,2,16,0,97.5,28,397,71,5.59,62,6.35,0,3:08
157,GNB,2023-11-23,268,3,109,0,0,324,140,28:04,Thu,11,12,@,DET,W 29-22,22,32,10,68.8,3,0,9.4,0.0,125.5,0,0,0.0,8.4,8.38,10.25,10.25,12.2,31,4.5,1,29,44,65.9,2,3,8,0,102.8,22,377,54,6.98,78,5.95,0,3:07
158,GNB,2023-12-03,253,3,129,0,0,189,148,30:32,Sun,12,13,,KAN,W 27-19,25,36,11,69.4,3,0,8.3,0.0,118.6,2,14,5.26,7.0,6.66,8.69,8.24,10.1,25,5.9,1,21,33,63.6,1,3,21,1,76.5,25,382,63,6.06,61,5.52,0,3:05
159,GNB,2023-12-11,203,1,123,1,3,158,209,31:06,Mon,13,14,@,NYG,L 22-24,25,39,14,64.1,1,1,2.6,2.6,76.7,2,15,4.88,5.2,4.95,4.56,4.34,8.1,34,6.1,2,17,21,81.0,1,0,0,0,113.9,25,326,66,4.94,55,6.67,3,3:07
